,NAME,Median Home Value,Household Income,Population,Median Age,Per Capita Income,State,County
278,"Sussex County, New Jersey",266000.0,90520.0,142298.0,44.5,42639.0,New Jersey,Sussex County
279,"Cumberland County, New Jersey",162500.0,52593.0,153400.0,37.2,23946.0,New Jersey,Cumberland County
280,"Essex County, New Jersey",372600.0,59302.0,793555.0,37.5,37141.0,New Jersey,Essex County
281,"Ocean County, New Jersey",272900.0,68021.0,591939.0,42.9,34784.0,New Jersey,Ocean County
282,"Gloucester County, New Jersey",216700.0,85160.0,290852.0,40.3,37888.0,New Jersey,Gloucester County
283,"Salem County, New Jersey",185300.0,64309.0,63336.0,42.0,32526.0,New Jersey,Salem County
284,"Passaic County, New Jersey",336600.0,66476.0,504041.0,37.0,30800.0,New Jersey,Passaic County
285,"Camden County, New Jersey",195800.0,67118.0,507367.0,38.7,34280.0,New Jersey,Camden County
286,"Bergen County, New Jersey",459200.0,95837.0,929999.0,41.8,48426.0,New Jersey,Bergen County
287,"Warren County, New Jersey",260000.0,78145.0,106293.0,44.0,38132.0,New Jersey,Warren County
288,"Hudson County, New Jersey",364100.0,66289.0,668631.0,35.1,38147.0,New Jersey,Hudson County
289,"Burlington County, New Jersey",247600.0,84992.0,446367.0,41.5,41517.0,New Jersey,Burlington County
290,"Morris County, New Jersey",448800.0,111316.0,494383.0,42.6,55826.0,New Jersey,Morris County
291,"Rio Arriba County, New Mexico",164800.0,,39307.0,40.6,,New Mexico,Rio Arriba County
292,"San Miguel County, New Mexico",127200.0,31660.0,28034.0,43.2,20285.0,New Mexico,San Miguel County
293,"Torrance County, New Mexico",112600.0,37218.0,15595.0,43.6,20072.0,New Mexico,Torrance County
294,"Otero County, New Mexico",108300.0,42752.0,65745.0,35.6,22477.0,New Mexico,Otero County
295,"Cibola County, New Mexico",86800.0,37368.0,26978.0,36.8,18514.0,New Mexico,Cibola County
296,"Guadalupe County, New Mexico",85400.0,24085.0,4382.0,42.6,17930.0,New Mexico,Guadalupe County
297,"Catron County, New Mexico",161800.0,42480.0,3539.0,59.1,20767.0,New Mexico,Catron County
298,"Grant County, New Mexico",126700.0,37880.0,28061.0,45.8,24913.0,New Mexico,Grant County
299,"Luna County, New Mexico",84500.0,27377.0,24264.0,37.8,16496.0,New Mexico,Luna County
300,"McKinley County, New Mexico",64500.0,31674.0,72849.0,32.0,15278.0,New Mexico,McKinley County
301,"Taos County, New Mexico",236600.0,36758.0,32888.0,48.2,23642.0,New Mexico,Taos County
302,"Colfax County, New Mexico",107400.0,33783.0,12353.0,49.0,22293.0,New Mexico,Colfax County
303,"Eddy County, New Mexico",148300.0,62982.0,57437.0,35.3,28957.0,New Mexico,Eddy County
304,"Mora County, New Mexico",103300.0,26968.0,4563.0,49.2,17689.0,New Mexico,Mora County
305,"Quay County, New Mexico",72200.0,27075.0,8373.0,43.8,18637.0,New Mexico,Quay County
306,"Lincoln County, New Mexico",206600.0,42267.0,19482.0,51.0,26534.0,New Mexico,Lincoln County
307,"Lea County, New Mexico",123900.0,59797.0,70126.0,31.7,24879.0,New Mexico,Lea County
308,"Santa Fe County, New Mexico",282600.0,59192.0,148917.0,45.8,37080.0,New Mexico,Santa Fe County
309,"Sierra County, New Mexico",111900.0,30451.0,11135.0,56.0,25389.0,New Mexico,Sierra County
310,"Socorro County, New Mexico",97200.0,36146.0,17000.0,39.2,17464.0,New Mexico,Socorro County
311,"Do�a Ana County, New Mexico",141700.0,39164.0,215338.0,32.9,21300.0,New Mexico,Do�a Ana County
312,"Schoharie County, New York",143500.0,53989.0,31364.0,45.1,28712.0,New York,Schoharie County
313,"Onondaga County, New York",142300.0,59225.0,464242.0,39.0,32678.0,New York,Onondaga County
314,"Clinton County, New York",132000.0,55178.0,80794.0,39.3,26772.0,New York,Clinton County
315,"Seneca County, New York",101400.0,54695.0,34612.0,42.2,27366.0,New York,Seneca County
316,"Putnam County, New York",356300.0,102186.0,99070.0,44.1,45905.0,New York,Putnam County
317,"Franklin County, New York",105500.0,51696.0,50692.0,40.6,25491.0,New York,Franklin County
318,"Ontario County, New York",160000.0,63359.0,109472.0,43.5,35121.0,New York,Ontario County
319,"Queens County, New York",504900.0,64987.0,2298513.0,38.7,30289.0,New York,Queens County
320,"Steuben County, New York",98200.0,51789.0,96927.0,42.6,28600.0,New York,Steuben County
321,"Hamilton County, New York",164900.0,57552.0,4575.0,54.0,25918.0,New York,Hamilton County
322,"Washington County, New York",145900.0,54114.0,61828.0,44.0,27156.0,New York,Washington County
323,"Chautauqua County, New York",86300.0,45332.0,129656.0,42.5,24825.0,New York,Chautauqua County
324,"Kings County, New York",665300.0,56015.0,2600747.0,35.1,31984.0,New York,Kings County
325,"New York County, New York",944600.0,82459.0,1632480.0,37.3,72832.0,New York,New York County
326,"Tioga County, New York",117100.0,60736.0,49045.0,44.0,31330.0,New York,Tioga County
327,"Cayuga County, New York",123000.0,56579.0,77868.0,42.7,29022.0,New York,Cayuga County
328,"Orleans County, New York",95600.0,51843.0,41175.0,43.2,25261.0,New York,Orleans County
329,"Saratoga County, New York",251200.0,80839.0,227377.0,42.6,41709.0,New York,Saratoga County
330,"Rockland County, New York",434000.0,91108.0,323686.0,36.1,38076.0,New York,Rockland County
331,"Columbia County, New York",231100.0,63032.0,60919.0,47.8,35581.0,New York,Columbia County
332,"Lewis County, New York",120000.0,52380.0,26719.0,42.0,26169.0,New York,Lewis County
333,"Niagara County, New York",119300.0,54085.0,211704.0,43.2,29824.0,New York,Niagara County
334,"Westchester County, New York",528300.0,92758.0,968815.0,40.8,54572.0,New York,Westchester County
335,"Delaware County, New York",136300.0,48827.0,45502.0,47.5,26629.0,New York,Delaware County
336,"Essex County, New York",151900.0,56196.0,37751.0,47.0,30273.0,New York,Essex County
337,"Montgomery County, New York",101000.0,45837.0,49426.0,41.4,25427.0,New York,Montgomery County
338,"Nassau County, New York",474800.0,111240.0,1356564.0,41.6,49211.0,New York,Nassau County
339,"Richmond County, New York",478600.0,79267.0,474101.0,40.0,34987.0,New York,Richmond County
340,"Schuyler County, New York",121300.0,51479.0,17992.0,46.2,26484.0,New York,Schuyler County
341,"Tompkins County, New York",199400.0,58743.0,102962.0,30.9,31464.0,New York,Tompkins County
342,"Chenango County, New York",97000.0,50595.0,48348.0,44.7,26717.0,New York,Chenango County
343,"Cortland County, New York",118100.0,54489.0,48123.0,36.4,26979.0,New York,Cortland County
344,"Jefferson County, New York",149500.0,52268.0,114448.0,32.4,25884.0,New York,Jefferson County
345,"Oneida County, New York",123100.0,53844.0,230782.0,41.2,28548.0,New York,Oneida County
346,"Suffolk County, New York",386800.0,96675.0,1487901.0,41.3,42204.0,New York,Suffolk County
347,"Wyoming County, New York",112200.0,57914.0,40565.0,41.9,27150.0,New York,Wyoming County
348,"Chemung County, New York",106500.0,53299.0,85740.0,41.3,28115.0,New York,Chemung County
349,"Oswego County, New York",102000.0,53597.0,119104.0,40.0,27217.0,New York,Oswego County
350,"Otsego County, New York",144000.0,53121.0,60244.0,42.0,27680.0,New York,Otsego County
351,"Wayne County, New York",121700.0,55765.0,90856.0,43.6,29028.0,New York,Wayne County
352,"Albany County, New York",218100.0,64535.0,307426.0,37.9,36454.0,New York,Albany County
353,"Broome County, New York",115600.0,50859.0,194402.0,39.8,27744.0,New York,Broome County
354,"Erie County, New York",146500.0,55673.0,919866.0,40.4,32347.0,New York,Erie County
355,"Madison County, New York",131800.0,60228.0,71359.0,41.7,28925.0,New York,Madison County
356,"Sullivan County, New York",169500.0,56256.0,75211.0,42.9,29292.0,New York,Sullivan County
357,"Mitchell County, North Carolina",150100.0,44186.0,15040.0,47.1,23907.0,North Carolina,Mitchell County
358,"Genesee County, New York",117600.0,59338.0,58112.0,43.3,29465.0,New York,Genesee County
359,"Orange County, New York",263700.0,76716.0,378227.0,36.9,33472.0,New York,Orange County
360,"Greene County, North Carolina",85900.0,38306.0,21008.0,41.2,18339.0,North Carolina,Greene County
361,"Chowan County, North Carolina",124700.0,42621.0,14205.0,44.7,24084.0,North Carolina,Chowan County
362,"Caldwell County, North Carolina",115700.0,42072.0,81779.0,44.1,22945.0,North Carolina,Caldwell County
363,"Catawba County, North Carolina",141900.0,51157.0,156729.0,41.4,26950.0,North Carolina,Catawba County
364,"Craven County, North Carolina",158300.0,50870.0,103082.0,36.6,28007.0,North Carolina,Craven County
365,"Edgecombe County, North Carolina",85200.0,35516.0,53332.0,41.0,20055.0,North Carolina,Edgecombe County
366,"Harnett County, North Carolina",148400.0,51630.0,130361.0,34.2,23011.0,North Carolina,Harnett County
367,"Henderson County, North Carolina",203400.0,52815.0,113625.0,47.1,29860.0,North Carolina,Henderson County
368,"Hyde County, North Carolina",108300.0,45466.0,5393.0,40.0,18433.0,North Carolina,Hyde County
369,"Mecklenburg County, North Carolina",219800.0,64312.0,1054314.0,35.0,37298.0,North Carolina,Mecklenburg County
370,"Northampton County, North Carolina",83100.0,35499.0,20186.0,49.0,20538.0,North Carolina,Northampton County
371,"Rowan County, North Carolina",130700.0,48667.0,139605.0,40.2,25117.0,North Carolina,Rowan County
372,"Vance County, North Carolina",97700.0,37282.0,44482.0,40.7,23211.0,North Carolina,Vance County
373,"Currituck County, North Carolina",251800.0,66284.0,25796.0,42.9,30017.0,North Carolina,Currituck County
374,"Union County, North Carolina",229200.0,75397.0,226694.0,38.0,34379.0,North Carolina,Union County
375,"Forsyth County, North Carolina",154500.0,50128.0,371573.0,38.3,29921.0,North Carolina,Forsyth County
376,"Nash County, North Carolina",126200.0,48362.0,94003.0,41.4,26980.0,North Carolina,Nash County
377,"Bladen County, North Carolina",90000.0,32378.0,33778.0,43.6,20803.0,North Carolina,Bladen County
378,"Dare County, North Carolina",287600.0,58012.0,35741.0,46.1,33550.0,North Carolina,Dare County
379,"Warren County, North Carolina",95000.0,35962.0,20033.0,47.6,22461.0,North Carolina,Warren County
380,"Wilson County, North Carolina",121300.0,42850.0,81336.0,40.6,24273.0,North Carolina,Wilson County
381,"Bertie County, North Carolina",80900.0,33143.0,19644.0,45.2,20430.0,North Carolina,Bertie County
382,"Gates County, North Carolina",144000.0,52205.0,11563.0,45.7,25334.0,North Carolina,Gates County
383,"Graham County, North Carolina",119200.0,36525.0,8557.0,46.0,19323.0,North Carolina,Graham County
384,"Martin County, North Carolina",88400.0,39205.0,23054.0,46.1,23269.0,North Carolina,Martin County
385,"Madison County, North Carolina",180400.0,42410.0,21405.0,44.0,25326.0,North Carolina,Madison County
386,"Pamlico County, North Carolina",154500.0,44947.0,12742.0,52.1,27026.0,North Carolina,Pamlico County
387,"Perquimans County, North Carolina",169900.0,45915.0,13459.0,49.6,25809.0,North Carolina,Perquimans County
388,"Polk County, North Carolina",212300.0,48834.0,20458.0,52.4,30344.0,North Carolina,Polk County
389,"Randolph County, North Carolina",120800.0,45006.0,142958.0,41.5,24127.0,North Carolina,Randolph County
390,"Rockingham County, North Carolina",111400.0,42490.0,91270.0,44.5,23604.0,North Carolina,Rockingham County
391,"Stokes County, North Carolina",128600.0,46169.0,45905.0,46.0,25091.0,North Carolina,Stokes County
392,"Washington County, North Carolina",85000.0,35512.0,12156.0,45.5,21043.0,North Carolina,Washington County
393,"Camden County, North Carolina",210300.0,63349.0,10447.0,40.7,26951.0,North Carolina,Camden County
394,"Clay County, North Carolina",165900.0,38801.0,10813.0,52.0,26590.0,North Carolina,Clay County
395,"Cumberland County, North Carolina",132500.0,45716.0,332106.0,31.2,24301.0,North Carolina,Cumberland County
396,"Gaston County, North Carolina",136500.0,49384.0,216585.0,40.1,26069.0,North Carolina,Gaston County
397,"Guilford County, North Carolina",162400.0,51072.0,523582.0,37.1,29708.0,North Carolina,Guilford County
398,"Jackson County, North Carolina",192300.0,44028.0,42256.0,37.5,24073.0,North Carolina,Jackson County
399,"Moore County, North Carolina",210200.0,57899.0,95629.0,44.5,33432.0,North Carolina,Moore County
400,"Robeson County, North Carolina",74600.0,33679.0,133442.0,36.4,17881.0,North Carolina,Robeson County
401,"Stanly County, North Carolina",134100.0,49590.0,61114.0,42.3,24671.0,North Carolina,Stanly County
402,"Wake County, North Carolina",265800.0,76956.0,1046558.0,36.0,39102.0,North Carolina,Wake County
403,"Yancey County, North Carolina",149800.0,39888.0,17667.0,47.4,23264.0,North Carolina,Yancey County
404,"Chatham County, North Carolina",265900.0,63531.0,69791.0,46.7,39299.0,North Carolina,Chatham County
405,"McDowell County, North Carolina",113900.0,40913.0,45109.0,43.6,22725.0,North Carolina,McDowell County
406,"Johnston County, North Carolina",156800.0,56842.0,191172.0,38.1,25847.0,North Carolina,Johnston County
407,"Jones County, North Carolina",88700.0,36892.0,9695.0,47.2,21539.0,North Carolina,Jones County
408,"Person County, North Carolina",117100.0,48811.0,39305.0,43.2,25922.0,North Carolina,Person County
409,"Brunswick County, North Carolina",199900.0,54406.0,126860.0,52.8,31204.0,North Carolina,Brunswick County
410,"Ashe County, North Carolina",152500.0,40978.0,26786.0,47.7,24039.0,North Carolina,Ashe County
411,"Beaufort County, North Carolina",128300.0,43688.0,47243.0,45.7,26233.0,North Carolina,Beaufort County
412,"Lenoir County, North Carolina",95700.0,38387.0,57227.0,42.2,22361.0,North Carolina,Lenoir County
413,"Rutherford County, North Carolina",114800.0,40347.0,66532.0,44.7,22493.0,North Carolina,Rutherford County
414,"Lincoln County, North Carolina",160800.0,53318.0,81441.0,43.2,29089.0,North Carolina,Lincoln County
415,"Onslow County, North Carolina",153900.0,49491.0,193912.0,26.2,23783.0,North Carolina,Onslow County
416,"Orange County, North Carolina",292500.0,68211.0,142938.0,34.7,40650.0,North Carolina,Orange County
417,"Sampson County, North Carolina",88800.0,39068.0,63561.0,40.3,21950.0,North Carolina,Sampson County
418,"Yadkin County, North Carolina",125800.0,42876.0,37665.0,44.1,23566.0,North Carolina,Yadkin County
419,"Avery County, North Carolina",150600.0,38134.0,17501.0,44.4,20253.0,North Carolina,Avery County
420,"Burke County, North Carolina",116400.0,42516.0,89712.0,43.6,23466.0,North Carolina,Burke County
421,"Caswell County, North Carolina",109100.0,43961.0,22746.0,45.6,22982.0,North Carolina,Caswell County
422,"Davie County, North Carolina",172700.0,57611.0,41991.0,45.0,29613.0,North Carolina,Davie County
423,"Duplin County, North Carolina",87000.0,38850.0,59062.0,40.6,19455.0,North Carolina,Duplin County
424,"Durham County, North Carolina",209300.0,58190.0,306457.0,35.2,34063.0,North Carolina,Durham County
425,"Lee County, North Carolina",138300.0,48873.0,60125.0,38.2,23842.0,North Carolina,Lee County
426,"New Hanover County, North Carolina",233700.0,52716.0,224231.0,38.7,32629.0,North Carolina,New Hanover County
427,"Wayne County, North Carolina",121900.0,42192.0,124002.0,37.6,24124.0,North Carolina,Wayne County
428,"Scotland County, North Carolina",84500.0,35617.0,35262.0,39.4,18242.0,North Carolina,Scotland County
429,"Halifax County, North Carolina",86100.0,34251.0,51737.0,43.1,21016.0,North Carolina,Halifax County
430,"Alamance County, North Carolina",147800.0,45735.0,160576.0,39.5,26215.0,North Carolina,Alamance County
431,"Burke County, North Dakota",114500.0,74931.0,2213.0,34.6,35806.0,North Dakota,Burke County
432,"Mountrail County, North Dakota",167900.0,70678.0,10152.0,33.5,37602.0,North Dakota,Mountrail County
433,"Williams County, North Dakota",256000.0,86575.0,34061.0,31.5,43824.0,North Dakota,Williams County
434,"Billings County, North Dakota",181600.0,92604.0,946.0,40.6,45523.0,North Dakota,Billings County
435,"Kidder County, North Dakota",104900.0,57734.0,2460.0,45.2,32364.0,North Dakota,Kidder County
436,"Cavalier County, North Dakota",98600.0,67591.0,3824.0,49.9,43125.0,North Dakota,Cavalier County
437,"Grant County, North Dakota",77700.0,50962.0,2380.0,51.9,36287.0,North Dakota,Grant County
438,"Pembina County, North Dakota",89700.0,64962.0,7016.0,47.9,36251.0,North Dakota,Pembina County
439,"Steele County, North Dakota",78300.0,65848.0,1910.0,50.5,39403.0,North Dakota,Steele County
440,"Hettinger County, North Dakota",111000.0,56761.0,2576.0,45.1,32474.0,North Dakota,Hettinger County
441,"LaMoure County, North Dakota",103200.0,59426.0,4100.0,48.4,36584.0,North Dakota,LaMoure County
442,"Morton County, North Dakota",199800.0,67584.0,30544.0,37.7,39300.0,North Dakota,Morton County
443,"Cass County, North Dakota",211500.0,62031.0,174202.0,32.2,36655.0,North Dakota,Cass County
444,"Dunn County, North Dakota",189100.0,70500.0,4387.0,38.8,44492.0,North Dakota,Dunn County
445,"Emmons County, North Dakota",101700.0,51029.0,3352.0,52.6,29417.0,North Dakota,Emmons County
446,"McIntosh County, North Dakota",76600.0,50739.0,2654.0,53.5,32389.0,North Dakota,McIntosh County
447,"Nelson County, North Dakota",85200.0,48798.0,2920.0,52.9,33360.0,North Dakota,Nelson County
448,"Richland County, North Dakota",124300.0,61990.0,16288.0,37.8,30820.0,North Dakota,Richland County
449,"Rolette County, North Dakota",81400.0,39884.0,14603.0,30.8,19295.0,North Dakota,Rolette County
450,"Walsh County, North Dakota",85600.0,54414.0,10802.0,44.4,31366.0,North Dakota,Walsh County
451,"Adams County, North Dakota",148800.0,54875.0,2351.0,46.1,33652.0,North Dakota,Adams County
452,"Bottineau County, North Dakota",149400.0,59882.0,6589.0,45.1,35039.0,North Dakota,Bottineau County
453,"Barnes County, North Dakota",118800.0,57064.0,10836.0,44.9,33868.0,North Dakota,Barnes County
454,"Eddy County, North Dakota",83500.0,51563.0,2313.0,44.0,34565.0,North Dakota,Eddy County
455,"Grand Forks County, North Dakota",193300.0,51951.0,70400.0,29.5,31052.0,North Dakota,Grand Forks County
456,"McKenzie County, North Dakota",211900.0,80732.0,12536.0,30.7,36798.0,North Dakota,McKenzie County
457,"Mercer County, North Dakota",175200.0,79890.0,8570.0,43.9,38298.0,North Dakota,Mercer County
458,"McLean County, North Dakota",163000.0,65648.0,9608.0,46.1,35367.0,North Dakota,McLean County
459,"Pierce County, North Dakota",114800.0,48802.0,4210.0,45.8,28008.0,North Dakota,Pierce County
460,"Ransom County, North Dakota",123200.0,61810.0,5361.0,46.4,34691.0,North Dakota,Ransom County
461,"Sioux County, North Dakota",83000.0,40862.0,4413.0,28.2,16706.0,North Dakota,Sioux County
462,"Bowman County, North Dakota",149300.0,65063.0,3195.0,41.4,36221.0,North Dakota,Bowman County
463,"Golden Valley County, North Dakota",120000.0,56087.0,1882.0,44.6,32590.0,North Dakota,Golden Valley County
464,"Logan County, North Dakota",84300.0,58144.0,1927.0,52.6,33396.0,North Dakota,Logan County
465,"Towner County, North Dakota",74100.0,53696.0,2246.0,47.8,36217.0,North Dakota,Towner County
466,"Stutsman County, North Dakota",146100.0,57642.0,21064.0,40.2,32001.0,North Dakota,Stutsman County
467,"Divide County, North Dakota",159300.0,60074.0,2369.0,54.0,45190.0,North Dakota,Divide County
468,"Foster County, North Dakota",127800.0,60613.0,3290.0,45.6,33737.0,North Dakota,Foster County
469,"Sargent County, North Dakota",105400.0,67200.0,3883.0,45.1,37039.0,North Dakota,Sargent County
470,"Slope County, North Dakota",89500.0,63942.0,704.0,50.8,37340.0,North Dakota,Slope County
